Id,ClaseMS,ZonificaciónMS,FrenteLote,ÁreaLote,Calle,Callejón,FormaLote,ContornoTerreno,Servicios,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,ÁreaPiscina,CalidadPiscina,Cerca,CaracterísticaMiscelánea,ValorMisceláneo,MesVenta,AñoVenta,TipoVenta,CondiciónVenta,PrecioVenta
1251,20,Residencial baja densidad,93.0,11160,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Esquina,Suave,NAmes,Normal,Normal,Unifamiliar,1 planta,7,5,1968,1968,A cuatro aguas,Teja compuesta,Ladrillo a la vista,Ladrillo a la vista,Ninguno,0.0,Gd,TA,Bloque cemento,TA,TA,No,ALQ,1065,Unf,0,1045,2110,Gas aire forzado,Excelente,Sí,Disyuntores estándar,2110,0,0,2110,1,0,2,1,3,1,Ex,8,Típico,2,Típica/Aceptable,Adosado,1968.0,Terminado,2,522,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,,,0,4,2010,Escritura de garantía,Normal,244000
1252,120,Residencial baja densidad,,3136,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Esquina,Suave,NridgHt,Normal,Normal,Adosado (ext.),1 planta,7,5,2003,2003,A dos aguas,Teja compuesta,Revestimiento vinilo,Tejas madera,Piedra,163.0,Gd,TA,Hormigón vertido,Gd,TA,No,Unf,0,Unf,0,1405,1405,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1405,0,0,1405,0,0,2,0,2,1,Gd,6,Típico,1,Buena,Adosado,2003.0,Terminación regular,2,478,Típica/Aceptable,Típica/Aceptable,Sí,148,36,0,0,0,0,,,,0,3,2006,Escritura de garantía,Normal,171750
1253,20,Residencial baja densidad,62.0,9858,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Mitchel,Normal,Normal,Unifamiliar,1 planta,5,6,1968,1968,A dos aguas,Teja compuesta,Tablero duro,Tablero duro,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,No,BLQ,510,Unf,0,354,864,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,874,0,0,874,1,0,1,0,3,1,TA,5,Típico,0,,Adosado,1968.0,Terminación regular,1,288,Típica/Aceptable,Típica/Aceptable,Sí,33,0,0,0,0,0,,GdWo,Shed,600,11,2009,Escritura de garantía,Normal,130000
1254,60,Residencial baja densidad,,17542,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,Veenker,Normal,Normal,Unifamiliar,2 plantas,7,7,1974,2003,A dos aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ninguno,0.0,Gd,TA,Bloque cemento,TA,TA,Gd,LwQ,125,ALQ,1031,36,1192,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,1516,651,0,2167,1,0,2,1,3,1,Gd,9,Típico,2,Buena,Adosado,1974.0,Terminación regular,2,518,Típica/Aceptable,Típica/Aceptable,Sí,220,47,0,0,0,0,,MnPrv,,0,7,2007,Escritura de garantía,Normal,294000
1255,60,Residencial baja densidad,60.0,6931,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Edwards,Normal,Normal,Unifamiliar,2 plantas,7,5,2003,2004,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Piedra,92.0,Gd,TA,Hormigón vertido,Gd,TA,No,Unf,0,Unf,0,746,746,Gas aire forzado,Excelente,Sí,Disyuntores estándar,760,896,0,1656,0,0,2,1,3,1,Gd,7,Típico,1,Buena,Integrado,2003.0,Terminado,2,397,Típica/Aceptable,Típica/Aceptable,Sí,178,128,0,0,0,0,,,,0,7,2008,Escritura de garantía,Normal,165400
1256,50,Residencial media densidad,52.0,6240,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,BrkSide,Normal,Normal,Unifamiliar,1.5 planta terminado,6,6,1931,1950,A dos aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ninguno,0.0,TA,TA,Ladrillo-teja,TA,Fa,No,LwQ,425,Unf,0,459,884,Gas aire forzado,Típica/Aceptable,Sí,Fusibles antiguos,959,408,0,1367,0,0,1,0,3,1,TA,6,Típico,1,Buena,Independiente,1978.0,Sin terminar,1,560,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,120,0,,,,0,11,2007,Escritura de garantía,Normal,127500
1257,20,Residencial baja densidad,91.0,14303,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Esquina,Suave,NoRidge,Normal,Normal,Unifamiliar,1 planta,8,5,1994,1994,A cuatro aguas,Teja compuesta,Tablero duro,Tablero duro,Ladrillo a la vista,554.0,Gd,TA,Hormigón vertido,Gd,TA,Gd,GLQ,1314,Unf,0,672,1986,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1987,0,0,1987,1,0,2,0,2,1,Gd,7,Típico,1,Típica/Aceptable,Adosado,1994.0,Terminado,2,691,Típica/Aceptable,Típica/Aceptable,Sí,262,36,0,0,0,0,,,,0,8,2008,Escritura de garantía,Normal,301500
1258,30,Residencial baja densidad,56.0,4060,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Esquina,Suave,Edwards,Calle alimentadora,Normal,Unifamiliar,1 planta,5,8,1922,1950,A dos aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ninguno,0.0,TA,TA,Hormigón vertido,Fa,TA,No,Unf,0,Unf,0,864,864,Gas aire forzado,Excelente,Sí,Disyuntores estándar,864,0,0,864,0,0,1,0,2,1,TA,4,Típico,0,,,,,0,0,,,Sí,0,96,0,0,0,0,,,,0,7,2009,Escritura de garantía,Normal,99900
1259,80,Residencial baja densidad,59.0,9587,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,Gilbert,Normal,Normal,Unifamiliar,Nivel dividido,7,5,2005,2005,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Piedra,182.0,Gd,TA,Hormigón vertido,Gd,TA,Gd,GLQ,655,Unf,0,201,856,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1166,0,0,1166,1,0,2,0,2,1,Gd,5,Típico,0,,Adosado,2005.0,Terminado,2,400,Típica/Aceptable,Típica/Aceptable,Sí,212,0,0,0,0,0,,,,0,7,2008,Escritura de garantía,Normal,190000
1260,20,Residencial baja densidad,65.0,9750,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Frente a calle 2 lados,Suave,NAmes,Normal,Normal,Unifamiliar,1 planta,6,8,1969,1969,A dos aguas,Teja compuesta,Tablero duro,Tablero duro,Ninguno,0.0,TA,TA,Bloque cemento,Gd,TA,No,ALQ,602,LwQ,438,14,1054,Gas aire forzado,Buena,Sí,Disyuntores estándar,1054,0,0,1054,1,0,1,1,3,1,TA,6,Típico,0,,Adosado,1969.0,Sin terminar,2,460,Típica/Aceptable,Típica/Aceptable,Sí,180,0,0,0,80,0,,,,0,7,2008,Escritura de garantía,Normal,151000
1261,60,Residencial baja densidad,,24682,Pavimentada,,Muy irregular,Nivelado,Todos los servicios públicos,Cul-de-sac,Suave,Gilbert,Cerca de vía de tren — normal,Normal,Unifamiliar,2 plantas,6,5,1999,1999,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,TA,TA,Hormigón vertido,Gd,TA,No,Unf,0,Unf,0,841,841,Gas aire forzado,Excelente,Sí,Disyuntores estándar,892,783,0,1675,0,0,2,1,3,1,TA,7,Típico,1,Típica/Aceptable,Integrado,1999.0,Terminado,2,502,Típica/Aceptable,Típica/Aceptable,Sí,0,103,0,0,0,0,,,,0,6,2009,Escritura de garantía,Normal,181000
1262,20,Residencial baja densidad,80.0,9600,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NAmes,Normal,Normal,Unifamiliar,1 planta,5,6,1956,1956,A cuatro aguas,Teja compuesta,Revestimiento metal,Revestimiento metal,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,No,Rec,504,Unf,0,546,1050,Gas aire forzado,Buena,Sí,Disyuntores estándar,1050,0,0,1050,0,0,1,0,2,1,TA,5,Típico,0,,Adosado,1956.0,Sin terminar,1,338,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,,,0,6,2009,Escritura de garantía,Normal,128900
1263,50,Residencial baja densidad,,11250,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,ClearCr,Normal,Normal,Unifamiliar,1.5 planta terminado,4,5,1957,1989,A dos aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,Av,Unf,0,Unf,0,1104,1104,Gas aire forzado,Excelente,Sí,Fusibles antiguos,1104,684,0,1788,1,0,1,0,5,1,TA,8,Mínimo 2,2,Típica/Aceptable,Adosado,1957.0,Sin terminar,1,304,Típica/Aceptable,Típica/Aceptable,Sí,120,0,0,0,0,0,,,,0,11,2009,Escritura de garantía,Normal,161500
1264,70,Residencial baja densidad,60.0,13515,Pavimentada,Pave,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,BrkSide,Normal,Normal,Unifamiliar,2 plantas,6,6,1919,1950,Holandés,Teja compuesta,Revestimiento madera,Revestimiento madera,Ninguno,0.0,TA,TA,Hormigón vertido,TA,TA,No,Unf,0,Unf,0,764,764,Gas aire forzado,Excelente,Sí,Fusibles antiguos,1060,764,0,1824,0,0,1,0,3,1,TA,8,Típico,1,Buena,Independiente,1940.0,Sin terminar,2,520,Típica/Aceptable,Típica/Aceptable,No,0,0,126,0,0,0,,GdPrv,,0,7,2007,Escritura de garantía,Normal,180500
1265,120,Residencial alta densidad,34.0,4060,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NAmes,Normal,Normal,Adosado (ext.),1 planta,6,5,1998,1999,A dos aguas,Teja compuesta,Revestimiento metal,Revestimiento metal,Ninguno,0.0,Gd,TA,Hormigón vertido,Gd,TA,No,GLQ,266,Unf,0,1139,1405,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Típico,0,,Adosado,1998.0,Terminado,2,511,Típica/Aceptable,Típica/Aceptable,Sí,144,68,0,0,0,0,,,,0,8,2008,Ejecución hipotecaria,Anormal,181000
1266,160,Residencial frente a parque,35.0,3735,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Frente a calle 3 lados,Suave,Somerst,Normal,Normal,Adosado (ext.),2 plantas,7,5,1999,1999,A cuatro aguas,Teja compuesta,Revestimiento metal,Revestimiento metal,Ladrillo a la vista,218.0,Gd,TA,Hormigón vertido,Gd,TA,No,GLQ,450,Unf,0,241,691,Gas aire forzado,Excelente,Sí,Disyuntores estándar,713,739,0,1452,1,0,2,1,3,1,Gd,6,Típico,0,,Independiente,1999.0,Sin terminar,2,506,Típica/Aceptable,Típica/Aceptable,Sí,0,34,0,0,0,0,,,,0,3,2006,Escritura de garantía,Normal,183900
1267,190,Residencial media densidad,60.0,10120,Pavimentada,,Irregular leve,Desnivelado,Todos los servicios públicos,Interior,Suave,OldTown,Calle alimentadora,Normal,Duplex convertido,2.5 planta sin terminar,7,4,1910,1950,A cuatro aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ninguno,0.0,Fa,TA,Bloque cemento,TA,TA,No,Unf,0,Unf,0,925,925,Gas aire forzado,Típica/Aceptable,No,Fusibles frecuentes,964,925,0,1889,0,0,1,1,4,2,TA,9,Típico,1,Buena,Independiente,1960.0,Sin terminar,1,308,Típica/Aceptable,Típica/Aceptable,No,0,0,264,0,0,0,,MnPrv,,0,1,2007,Escritura de garantía,Normal,122000
1268,20,Residencial baja densidad,89.0,13214,Pavimentada,,Irregular leve,Ladera,Todos los servicios públicos,Interior,Suave,Timber,Normal,Normal,Unifamiliar,1 planta,9,5,2008,2009,A cuatro aguas,Teja compuesta,Estuco,Cemento-fibra,Ninguno,0.0,Ex,TA,Hormigón vertido,Ex,TA,Gd,Unf,0,Unf,0,2002,2002,Gas aire forzado,Excelente,Sí,Disyuntores estándar,2018,0,0,2018,0,0,2,0,3,1,Ex,10,Típico,1,Buena,Adosado,2009.0,Terminado,3,746,Típica/Aceptable,Típica/Aceptable,Sí,144,76,0,0,0,0,,,,0,5,2010,Escritura de garantía,Normal,378500
1269,50,Residencial baja densidad,,14100,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Moderada,Crawfor,Normal,Normal,Unifamiliar,1.5 planta terminado,8,9,1935,1997,A dos aguas,Teja compuesta,Estuco,Estuco,Ladrillo a la vista,632.0,TA,Gd,Bloque cemento,TA,TA,Mn,Rec,192,Unf,0,536,728,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1968,1479,0,3447,0,0,3,1,4,1,Gd,11,Típico,2,Buena,Integrado,1982.0,Sin terminar,3,1014,Típica/Aceptable,Típica/Aceptable,Sí,314,12,0,0,0,0,,GdWo,,0,5,2008,Escritura de garantía,Normal,381000
1270,50,Residencial baja densidad,78.0,11344,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NAmes,Calle alimentadora,Normal,Unifamiliar,1.5 planta terminado,5,5,1958,1958,A dos aguas,Teja compuesta,Revestimiento metal,Revestimiento metal,Ladrillo a la vista,180.0,TA,TA,Bloque cemento,TA,TA,No,BLQ,460,Unf,0,414,874,Gas agua caliente,Típica/Aceptable,Sí,Fusibles antiguos,874,650,0,1524,0,0,1,1,3,1,TA,7,Típico,0,,Adosado,1958.0,Sin terminar,1,315,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,GdWo,,0,7,2007,Escritura de garantía,Normal,144000
1271,40,Residencial baja densidad,,23595,Pavimentada,,Regular,Depresión,Todos los servicios públicos,Interior,Empinada,ClearCr,Normal,Normal,Unifamiliar,1 planta,7,6,1979,1979,Cobertizo,Madera sacudida,Contrachapado,Contrachapado,Ninguno,0.0,Gd,TA,Hormigón vertido,Gd,TA,Gd,GLQ,1258,Unf,0,74,1332,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,1332,192,0,1524,2,0,0,1,0,1,Gd,4,Típico,1,Típica/Aceptable,Adosado,1979.0,Terminado,2,586,Típica/Aceptable,Típica/Aceptable,Sí,268,0,0,0,0,0,,,,0,4,2010,Escritura de garantía,Normal,260000
1272,20,Residencial baja densidad,,9156,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,NWAmes,Posición positiva cerca de parque,Normal,Unifamiliar,1 planta,6,7,1968,1968,A cuatro aguas,Teja compuesta,Ladrillo a la vista,Ladrillo a la vista,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,No,Unf,0,Unf,0,1489,1489,Gas aire forzado,Buena,Sí,Disyuntores estándar,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Típico,1,Buena,Adosado,1968.0,Terminación regular,2,462,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,,,0,8,2009,Escritura de garantía,Normal,185750
1273,20,Residencial baja densidad,,13526,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Cul-de-sac,Suave,Sawyer,Normal,Normal,Unifamiliar,1 planta,5,6,1965,1965,A cuatro aguas,Teja compuesta,Tablero duro,Contrachapado,Ladrillo a la vista,114.0,TA,TA,Bloque cemento,TA,TA,No,BLQ,560,LwQ,375,0,935,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,935,0,0,935,1,0,1,0,3,1,TA,5,Típico,0,,Adosado,1965.0,Sin terminar,1,288,Típica/Aceptable,Típica/Aceptable,Sí,180,0,0,0,0,0,,MnPrv,,0,11,2006,Escritura de garantía,Normal,137000
1274,80,Residencial baja densidad,124.0,11512,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Esquina,Suave,Edwards,Normal,Normal,Unifamiliar,Nivel dividido,6,7,1959,2006,A dos aguas,Teja compuesta,Contrachapado,Contrachapado,Ladrillo a la vista,84.0,TA,TA,Bloque cemento,TA,TA,Av,ALQ,719,Unf,0,300,1019,Gas aire forzado,Buena,Sí,Disyuntores estándar,1357,0,0,1357,1,0,1,0,2,1,Ex,5,Típico,1,Buena,Sótano,1959.0,Terminación regular,1,312,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,163,0,,GdPrv,,0,5,2008,Escritura de garantía,Normal,177000
1275,50,Residencial baja densidad,53.0,5362,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Esquina,Suave,Crawfor,Normal,Normal,Unifamiliar,1.5 planta terminado,5,6,1910,2003,A dos aguas,Teja compuesta,Revestimiento madera,Tejas madera,Ninguno,0.0,TA,TA,Hormigón vertido,TA,TA,No,Unf,0,Unf,0,661,661,Gas aire forzado,Excelente,Sí,Disyuntores estándar,661,589,0,1250,0,0,2,0,3,1,TA,8,Típico,1,Buena,Independiente,1985.0,Sin terminar,2,552,Típica/Aceptable,Típica/Aceptable,Sí,242,0,81,0,0,0,,,,0,11,2007,Escritura de garantía,Normal,139000
1276,90,Residencial baja densidad,95.0,11345,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Esquina,Suave,NAmes,Calle alimentadora,Normal,Dúplex,2 plantas,5,5,1948,1950,A dos aguas,Enrollado,Tejas asbesto,Tejas asbesto,Piedra,567.0,TA,TA,Bloque cemento,TA,TA,No,Rec,220,Unf,0,708,928,Gas aire forzado,Buena,Sí,Fusibles antiguos,928,992,0,1920,0,0,2,0,4,2,TA,10,Típico,0,,Independiente,1948.0,Sin terminar,2,400,Típica/Aceptable,Regular,Sí,0,0,0,0,0,0,,,,0,7,2007,Escritura de garantía,Normal,137000
1277,60,Residencial baja densidad,,12936,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Cul-de-sac,Suave,NWAmes,Normal,Normal,Unifamiliar,2 plantas,6,6,1972,1972,A dos aguas,Teja compuesta,Tablero duro,Contrachapado,Ninguno,0.0,TA,TA,Bloque cemento,TA,Gd,No,BLQ,593,Unf,0,130,723,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,735,660,0,1395,0,1,1,1,3,1,TA,6,Típico,1,Típica/Aceptable,Adosado,1972.0,Sin terminar,2,497,Típica/Aceptable,Típica/Aceptable,Sí,294,116,0,0,0,0,,,,0,12,2009,Escritura de garantía,Normal,162000
1278,80,Residencial baja densidad,,17871,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Cul-de-sac,Suave,NWAmes,Normal,Normal,Unifamiliar,Nivel dividido,6,5,1967,1976,A dos aguas,Teja compuesta,Tablero duro,Tablero duro,Ladrillo a la vista,359.0,TA,TA,Bloque cemento,Gd,TA,Av,ALQ,528,Unf,0,1152,1680,Gas aire forzado,Regular,Sí,Disyuntores estándar,1724,0,0,1724,1,0,1,1,3,1,TA,7,Típico,1,Buena,Adosado,1967.0,Terminación regular,2,480,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,,,0,6,2009,Escritura de garantía,Normal,197900
1279,60,Residencial baja densidad,75.0,9473,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,CollgCr,Normal,Normal,Unifamiliar,2 plantas,8,5,2002,2002,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,,,Gd,TA,Hormigón vertido,Gd,TA,No,GLQ,804,Unf,0,324,1128,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1128,903,0,2031,1,0,2,1,3,1,Gd,7,Típico,1,Buena,Adosado,2002.0,Terminación regular,2,577,Típica/Aceptable,Típica/Aceptable,Sí,0,211,0,0,0,0,,,,0,3,2008,Escritura de garantía,Normal,237000
1280,50,Comercial,60.0,7500,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,IDOTRR,Normal,Normal,Unifamiliar,1.5 planta terminado,4,4,1920,1950,A dos aguas,Teja compuesta,Revestimiento metal,Revestimiento metal,Ninguno,0.0,TA,Gd,Bloque cemento,TA,TA,No,Unf,0,Unf,0,698,698,Gas aire forzado,Típica/Aceptable,Sí,Fusibles antiguos,698,430,0,1128,0,0,1,0,2,1,TA,6,Típico,0,,Independiente,1980.0,Terminación regular,2,528,Típica/Aceptable,Típica/Aceptable,Sí,30,0,164,0,0,0,,,,0,4,2010,Ejecución hipotecaria,Anormal,68400
1281,20,Residencial baja densidad,67.0,9808,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,CollgCr,Normal,Normal,Unifamiliar,1 planta,7,5,2002,2002,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,110.0,Gd,TA,Hormigón vertido,Gd,TA,No,GLQ,788,Unf,0,785,1573,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1573,0,0,1573,1,0,2,0,3,1,Gd,6,Típico,0,,Adosado,2002.0,Terminación regular,2,544,Típica/Aceptable,Típica/Aceptable,Sí,0,72,0,0,0,0,,,,0,3,2009,Escritura de garantía,Normal,227000
1282,20,Residencial baja densidad,50.0,8049,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Cul-de-sac,Suave,Timber,Normal,Normal,Unifamiliar,1 planta,7,5,1990,1990,A cuatro aguas,Teja compuesta,Tablero duro,Tablero duro,Ladrillo a la vista,54.0,TA,TA,Bloque cemento,Gd,TA,No,ALQ,1053,Unf,0,256,1309,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,1339,0,0,1339,1,0,2,0,2,1,TA,6,Típico,1,Típica/Aceptable,Adosado,1990.0,Terminado,2,484,Buena,Buena,Sí,0,58,0,0,90,0,,,,0,7,2006,Escritura de garantía,Normal,180000
1283,20,Residencial baja densidad,61.0,8800,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,CollgCr,Normal,Normal,Unifamiliar,1 planta,5,7,1977,2008,A dos aguas,Teja compuesta,Tablero duro,Tablero duro,Ninguno,0.0,TA,TA,Bloque cemento,Gd,TA,Mn,LwQ,532,Rec,144,364,1040,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,1040,0,0,1040,0,0,2,0,3,1,Gd,5,Típico,0,,Independiente,1977.0,Sin terminar,2,484,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,288,0,,,,0,9,2009,Escritura de garantía,Normal,150500
1284,90,Residencial baja densidad,94.0,9400,Pavimentada,,Regular,Depresión,Todos los servicios públicos,Esquina,Suave,Mitchel,Normal,Normal,Dúplex,2 plantas,6,5,1971,1971,Mansarda,Teja compuesta,Revestimiento metal,Tejas madera,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,Av,Unf,0,Unf,0,912,912,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,912,912,0,1824,0,0,2,2,4,2,TA,8,Típico,0,,,,,0,0,,,Sí,128,0,0,0,0,0,,,,0,4,2010,Escritura de garantía,Normal,139000
1285,50,Residencial baja densidad,50.0,9638,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,SWISU,Calle alimentadora,Normal,Unifamiliar,1.5 planta terminado,6,7,1919,1990,A dos aguas,Teja compuesta,Revestimiento madera,Tejas madera,Ninguno,0.0,TA,TA,Hormigón vertido,TA,TA,No,Unf,0,Unf,0,804,804,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1699,748,0,2447,0,0,2,0,4,1,Gd,10,Mínimo 2,1,Buena,Independiente,1969.0,Sin terminar,1,336,Típica/Aceptable,Típica/Aceptable,Sí,272,0,42,0,116,0,,,,0,3,2010,Escritura de garantía,Normal,169000
1286,50,Residencial media densidad,50.0,6000,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,BrkSide,Normal,Normal,Unifamiliar,1.5 planta terminado,6,6,1939,1950,A dos aguas,Teja compuesta,Revestimiento metal,Revestimiento metal,Ninguno,0.0,TA,Fa,Bloque cemento,TA,TA,No,Unf,0,Unf,0,780,780,Gas aire forzado,Excelente,Sí,Fusibles frecuentes,825,587,0,1412,0,0,1,0,4,1,TA,6,Típico,1,Buena,Independiente,1939.0,Sin terminar,1,280,Típica/Aceptable,Típica/Aceptable,Sí,45,0,0,0,0,0,,,,0,5,2009,Escritura de garantía,Normal,132500
1287,20,Residencial baja densidad,,9790,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NWAmes,Calle alimentadora,Normal,Unifamiliar,1 planta,6,5,1963,1963,A cuatro aguas,Teja compuesta,Tablero duro,Tablero duro,Ladrillo a la vista,451.0,TA,TA,Bloque cemento,TA,TA,No,ALQ,569,Rec,81,678,1328,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,1328,0,0,1328,1,0,1,1,3,1,TA,6,Típico,2,Buena,Adosado,1963.0,Sin terminar,2,528,Típica/Aceptable,Típica/Aceptable,Sí,0,26,0,0,0,0,,,,0,6,2010,Escritura de garantía,Normal,143000
1288,20,Residencial baja densidad,,36500,Pavimentada,,Irregular leve,Depresión,Todos los servicios públicos,Interior,Moderada,ClearCr,Normal,Normal,Unifamiliar,1 planta,5,5,1964,1964,A dos aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ladrillo común,621.0,TA,Gd,Bloque cemento,TA,TA,Av,Rec,812,Unf,0,812,1624,Gas aire forzado,Regular,Sí,Disyuntores estándar,1582,0,0,1582,0,1,2,0,4,1,TA,7,Típico,0,,Adosado,1964.0,Sin terminar,2,390,Típica/Aceptable,Típica/Aceptable,No,168,198,0,0,0,0,,,,0,6,2006,Escritura de garantía,Normal,190000
1289,120,Residencial baja densidad,40.0,5664,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,StoneBr,Normal,Normal,Adosado (ext.),1 planta,8,5,2000,2000,A dos aguas,Teja compuesta,Cemento-fibra,Cemento-fibra,Ninguno,0.0,Gd,TA,Hormigón vertido,Gd,TA,No,GLQ,1158,Unf,0,343,1501,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1659,0,0,1659,1,0,2,0,2,1,Ex,5,Típico,1,Excelente,Adosado,2000.0,Terminado,2,499,Típica/Aceptable,Típica/Aceptable,Sí,212,59,0,0,0,0,,,,0,10,2009,Escritura de garantía,Normal,278000
1290,60,Residencial baja densidad,86.0,11065,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,NridgHt,Normal,Normal,Unifamiliar,2 plantas,8,5,2006,2006,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Piedra,788.0,Gd,TA,Hormigón vertido,Gd,TA,Mn,Unf,0,Unf,0,1085,1085,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1120,850,0,1970,0,0,2,1,3,1,Ex,8,Típico,1,Buena,Integrado,2006.0,Terminado,3,753,Típica/Aceptable,Típica/Aceptable,Sí,177,74,0,0,0,0,,,,0,10,2006,Nuevo,Parcial,281000
